Demande Devis,Interest Level,Meeting Notes,Decision Level,Connait Marque,converted
False,Froid,"Sous contrat cadre avec un concurrent, difficile de rentrer à court terme",Architecte,True,0
True,Tiède,"Travaille déjà avec Isover, fidèle mais ouvert à tester sur un petit chantier",Promoteur immobilier,False,0
True,Chaud,"Référencement en cours, premier chantier prévu en juin, volume moyenne importance",Chef d'agence négoce,True,1
True,Tiède,"Partenaire potentiel, budget alloué, premier achat prévu ce trimestre",Chef d'agence négoce,True,1
True,Chaud,"Satisfait de son fournisseur actuel, pas de raison évidente de changer",Promoteur immobilier,False,1
False,Froid,"Peu réceptif, réunion courte, pas de suite prévue",Chef d'agence négoce,True,0
False,Tiède,"Test avec un concurrent en cours, reviendra vers nous si insatisfait",Architecte,True,0
False,Chaud,"Bonne réunion, ouvert à une proposition, dépend du budget annuel",Promoteur immobilier,True,0
False,Froid,"Veut diversifier ses fournisseurs, budget alloué, premier essai en vue",Chef d'agence négoce,True,1
False,Froid,"Réticent au changement, processus interne trop lourd selon lui",Responsable achats,False,0
False,Tiède,"A posé des questions techniques, compare plusieurs fournisseurs, pas pressé",Responsable achats,True,1
True,Chaud,"Veut un devis rapide pour un projet de taille standard, budget disponible",Responsable achats,False,1
False,Tiède,"Compare nos prix avec Isover, attend notre contre-proposition",Chef d'agence négoce,True,0
False,Chaud,"Réunion productive, a partagé les specs du projet mais rien de signé",Promoteur immobilier,True,1
False,Tiède,"Sensible au service, moins au prix, à convaincre sur notre SAV",Conducteur de travaux,False,1
True,Chaud,"Réticent au changement, processus interne trop lourd selon lui",Architecte,True,0
False,Froid,"Intéressé mais trouve nos prix trop élevés, compare avec Isover",Architecte,False,0
True,Chaud,"Chantier prévu pour juin, budget validé, cherche le meilleur rapport qualité-prix",Chef d'agence négoce,True,1
False,Tiède,"Client actif, référencement en cours, commande test validée",Responsable achats,True,1
False,Tiède,"Hésitant sur la qualité, a mentionné un problème passé avec un produit similaire",Chef d'agence négoce,True,0
False,Froid,"Travaille déjà avec Saint-Gobain, fidèle mais ouvert à tester sur un petit chantier",Chef d'agence négoce,False,0
True,Chaud,"Avis défavorable du bureau d'études, difficile de convaincre",Conducteur de travaux,True,0
False,Tiède,"A mentionné un projet pour le second semestre, pas de budget encore validé",Conducteur de travaux,True,1
True,Tiède,"A évoqué Saint-Gobain comme référence, veut des arguments différenciants",Conducteur de travaux,False,0
True,Chaud,"Marché conclu avec le client final, besoin de livrer en 2 semaines",Promoteur immobilier,True,1
False,Froid,Intérêt réel mais cycle budgétaire annuel - décision prévue en septembre,Conducteur de travaux,True,1
True,Chaud,"Commande test de 50 unités envisagée, veut valider la qualité avant volume",Architecte,False,1
False,Froid,"A raccourci la réunion, peu d'engagement, pas de suite annoncée",Architecte,True,0
True,Tiède,"Convoqué par son N+1, pas décideur, ne peut rien valider",Chef d'agence négoce,False,1
False,Froid,"Sensible au service, moins au prix, à convaincre sur notre SAV",Promoteur immobilier,True,0
False,Tiède,"Connaît la marque de réputation, veut voir des références de chantiers similaires",Architecte,False,0
True,Tiède,"Processus d'achat centralisé, décision pas entre ses mains",Responsable achats,False,0
False,Tiède,"Knauf déjà présent sur ses chantiers, veut un avantage clair pour switcher",Promoteur immobilier,False,1
True,Tiède,"Délai serré, très réceptif, souhaite une démo la semaine prochaine",Promoteur immobilier,False,1
False,Tiède,"Commande en préparation pour un chantier moyenne importance, validation imminente",Promoteur immobilier,True,1
True,Chaud,"Deadline fin du mois, project manager sur place, décision rapide attendue",Conducteur de travaux,True,1
False,Tiède,"Urgence réelle, son fournisseur habituel en rupture, cherche une solution immédiate",Chef d'agence négoce,True,1
False,Chaud,"A visité notre showroom, commande test envisagée dès la semaine prochaine",Promoteur immobilier,False,0
False,Froid,"Mauvaise expérience avec une marque similaire, méfiant envers le secteur",Conducteur de travaux,True,0
False,Froid,"Pas de budget disponible cette année, peut-être l'année prochaine",Architecte,True,0
True,Chaud,"Urgence réelle, son fournisseur habituel en rupture, cherche une solution immédiate",Conducteur de travaux,False,1
False,Froid,"Nouveau chantier démarré, besoin urgent de matériaux, budget OK",Conducteur de travaux,False,1
True,Tiède,"Intéressé mais trouve nos prix trop élevés, compare avec Knauf",Chef d'agence négoce,False,0
False,Tiède,"Projet à confirmer, dépend d'un appel d'offres en cours",Conducteur de travaux,True,0
False,Froid,"Réunion de politesse, pas de projet en vue, ne veut pas changer ses habitudes",Conducteur de travaux,False,0
False,Froid,Trop petit volume pour justifier un changement de fournisseur selon lui,Architecte,False,0
True,Chaud,"Volume important prévu sur l'année, demande tarifs et conditions",Conducteur de travaux,False,1
False,Froid,"Projet en attente de validation du maître d'ouvrage, nous recontactera",Conducteur de travaux,False,0
False,Froid,"Test avec un concurrent en cours, reviendra vers nous si insatisfait",Conducteur de travaux,False,0
True,Chaud,"Chantier démarré en juin, veut sécuriser les approvisionnements maintenant",Conducteur de travaux,False,1
True,Chaud,"Bonne réunion, ouvert à une proposition, dépend du budget annuel",Conducteur de travaux,False,0
False,Tiède,"Hésitant sur la qualité, a mentionné un problème passé avec un produit similaire",Architecte,False,0
True,Chaud,"A visité notre showroom, commande test envisagée dès la semaine prochaine",Conducteur de travaux,False,1
True,Chaud,"Besoin urgent avant fin mars, veut avancer rapidement, pas de concurrent mentionné",Promoteur immobilier,False,1
False,Froid,"Pas de budget disponible cette année, peut-être l'année prochaine",Architecte,False,0
False,Froid,"Intéressé mais le timing ne convient pas, reviendra peut-être plus tard",Promoteur immobilier,True,0
False,Tiède,"Avis défavorable du bureau d'études, difficile de convaincre",Chef d'agence négoce,False,0
True,Tiède,"Besoin urgent avant fin octobre, veut avancer rapidement, pas de concurrent mentionné",Conducteur de travaux,True,1
False,Tiède,"Budget annuel disponible, cherche à référencer un nouveau fournisseur rapidement",Chef d'agence négoce,True,1
False,Chaud,"Très satisfait de la présentation, a partagé nos docs avec son associé",Conducteur de travaux,True,1
False,Froid,"Pas de projet signé, en phase de prospection pour lui-même",Chef d'agence négoce,False,0
True,Chaud,"Chantier démarré en juin, veut sécuriser les approvisionnements maintenant",Promoteur immobilier,True,1
False,Froid,"Test avec un concurrent en cours, reviendra vers nous si insatisfait",Architecte,False,0
False,Tiède,"Knauf déjà présent sur ses chantiers, veut un avantage clair pour switcher",Responsable achats,False,1
False,Froid,"Veut un devis rapide pour un projet de un lot complet, budget disponible",Conducteur de travaux,True,1
False,Tiède,"Test avec un concurrent en cours, reviendra vers nous si insatisfait",Chef d'agence négoce,True,0
False,Froid,"A raccourci la réunion, peu d'engagement, pas de suite annoncée",Chef d'agence négoce,False,1
True,Chaud,"A posé des questions techniques, compare plusieurs fournisseurs, pas pressé",Chef d'agence négoce,True,1
False,Tiède,"A mentionné un projet pour le second semestre, pas de budget encore validé",Conducteur de travaux,True,0
True,Tiède,"Responsable très impliqué, veut avancer vite, budget confirmed",Promoteur immobilier,False,1
True,Chaud,"Chantier prévu pour mai, budget validé, cherche le meilleur rapport qualité-prix",Responsable achats,False,1
True,Chaud,"Projet résidentiel 80 unités, budget confirmé, veut nos conditions tarifaires",Architecte,False,1
False,Froid,"Réticent au changement, processus interne trop lourd selon lui",Conducteur de travaux,True,0
True,Tiède,"Veut un devis rapide pour un projet de 1000m², budget disponible",Architecte,False,1
False,Tiède,"Intéressé mais attend validation de son responsable, pas de date fixée",Promoteur immobilier,False,1
False,Tiède,"Prix trop élevé selon lui, travaille déjà avec un concurrent satisfaisant",Chef d'agence négoce,False,0
True,Chaud,"Projet validé par la direction, attend notre offre technique et commerciale",Promoteur immobilier,True,1
True,Tiède,"Partenaire potentiel, budget alloué, premier achat prévu ce trimestre",Architecte,False,1
False,Tiède,"Réunion productive, a partagé les specs du projet mais rien de signé",Chef d'agence négoce,False,0
True,Chaud,"Réunion courte mais positive, a promis de transmettre nos docs à son équipe",Responsable achats,True,0
True,Chaud,"Commande test de 50 unités envisagée, veut valider la qualité avant volume",Conducteur de travaux,False,1
True,Chaud,"Veut un devis rapide pour un projet de 200m², budget disponible",Chef d'agence négoce,True,1
True,Chaud,"Projet confirmé pour Q1, budget validé en interne, très intéressé par nos produits",Architecte,True,1
False,Froid,"Budget limité, cherche une alternative moins chère, à voir si on peut s'aligner",Chef d'agence négoce,True,0
True,Chaud,"Travaille déjà avec Isover, fidèle mais ouvert à tester sur un petit chantier",Promoteur immobilier,False,1
False,Froid,"Budget approuvé, souhaite un rendez-vous pour finaliser la commande",Conducteur de travaux,True,1
True,Chaud,"Premier chantier avec nous, mais très motivé, budget sécurisé",Responsable achats,False,1
False,Froid,"Client actif, référencement en cours, commande test validée",Promoteur immobilier,False,1
True,Chaud,"Demande urgente de 1000m², budget disponible, délai serré mais faisable",Chef d'agence négoce,False,1
False,Froid,"A raccourci la réunion, peu d'engagement, pas de suite annoncée",Responsable achats,False,0
True,Tiède,"A évoqué Saint-Gobain comme référence, veut des arguments différenciants",Conducteur de travaux,False,1
True,Chaud,"Urgence réelle, son fournisseur habituel en rupture, cherche une solution immédiate",Chef d'agence négoce,True,1
False,Chaud,"Projet confirmé pour Q1, budget validé en interne, très intéressé par nos produits",Architecte,False,1
False,Froid,"Projet en attente de financement, aucune date de réalisation prévue",Promoteur immobilier,False,0
True,Chaud,"Urgence réelle, son fournisseur habituel en rupture, cherche une solution immédiate",Chef d'agence négoce,False,0
False,Tiède,"Intéressé par le produit, mais son cycle d'achat est long",Chef d'agence négoce,False,1
False,Chaud,"Besoin urgent avant fin mars, veut avancer rapidement, pas de concurrent mentionné",Conducteur de travaux,False,0
False,Tiède,"Sensible à notre argumentaire, mais concurrent en place depuis 3 ans",Conducteur de travaux,True,1
True,Chaud,"Enthousiaste, a posé des questions très précises sur les délais de livraison",Promoteur immobilier,False,1
True,Tiède,"Réunion courte mais positive, a promis de transmettre nos docs à son équipe",Chef d'agence négoce,True,1
False,Tiède,"Satisfait de son fournisseur actuel, pas de raison évidente de changer",Promoteur immobilier,False,0
True,Tiède,"Intéressé mais attend validation de son responsable, pas de date fixée",Conducteur de travaux,False,0
False,Froid,"Réunion informative, pas d'engagement, veut comparer les options",Chef d'agence négoce,False,0
False,Froid,"Marché en pause, gel des investissements jusqu'à l'an prochain",Architecte,False,0
True,Tiède,"Réunion productive, a partagé les specs du projet mais rien de signé",Promoteur immobilier,False,0
True,Tiède,"Budget limité, cherche une alternative moins chère, à voir si on peut s'aligner",Conducteur de travaux,False,1
False,Tiède,"Réunion très engagée, a pris des notes, veut une offre ferme cette semaine",Chef d'agence négoce,False,0
False,Tiède,"Budget non validé par la direction, projet gelé indéfiniment",Conducteur de travaux,True,0
True,Chaud,Trop petit volume pour justifier un changement de fournisseur selon lui,Architecte,False,0
False,Froid,"Intéressé mais prix au-dessus de son budget initial, cherche à négocier",Conducteur de travaux,False,0
